productid	date	discountprice
3217	2002-02-09	28.92
3217	2004-06-06	24.27
3218	2000-05-29	204.49
3218	2004-04-24	186.75
3219	2006-07-06	326.75
3219	2011-10-06	287.13
3220	2005-08-21	14.87
3220	2007-10-06	23.57
3220	2008-08-17	23.57
3221	2001-03-28	104.25
3221	2002-10-11	63.10
3221	2005-08-07	100.16
3222	2004-11-10	208.03
3222	2008-04-07	208.03
3222	2008-09-23	195.71
3222	2011-07-25	182.28
3223	2004-08-07	168.64
3223	2007-06-29	169.28
3223	2011-04-03	168.41
3224	2003-01-26	244.64
3224	2007-10-17	176.97
3224	2010-12-12	200.11
3225	2002-08-23	87.04
3225	2002-12-27	63.65
3225	2004-01-21	64.95
3225	2007-08-31	81.64
3225	2011-09-09	101.21
3226	2002-06-11	24.01
3226	2011-01-29	24.01
3227	2000-11-22	23.79
3227	2007-07-21	29.95
3227	2009-01-29	22.07
3228	2006-07-13	415.96
3228	2006-07-17	415.96
3228	2007-06-12	338.51
3228	2011-11-08	350.97
3229	2001-01-06	169.23
3229	2003-06-23	163.40
3229	2007-05-16	169.29
3230	2011-03-14	73.13
3231	2005-05-13	480.14
3232	2001-02-01	7.54
3232	2004-11-28	5.91
3232	2009-11-06	9.28
3232	2010-03-28	10.25
3233	2002-09-10	39.94
3233	2005-06-22	109.49
3233	2007-03-31	40.14
3233	2012-01-14	102.62
3234	2001-08-22	166.17
3234	2004-02-13	135.76
3234	2005-05-11	141.31
3234	2008-02-06	164.97
3235	2001-09-03	145.32
3235	2009-05-25	145.32
3236	2002-08-09	143.37
3236	2008-04-09	126.23
3237	2009-04-08	114.19
3238	2003-06-29	92.05
3238	2004-07-05	78.63
3238	2009-03-21	61.40
3238	2011-01-06	73.46
3239	2004-10-02	173.32
3239	2012-02-27	179.46
3240	2003-12-16	347.18
3240	2006-08-24	333.41
3240	2009-03-08	390.96
3240	2009-09-04	394.23
3241	2003-12-28	135.64
3241	2006-06-27	135.64
3242	2000-12-15	89.14
3242	2009-07-07	67.48
3243	2006-03-06	434.40
3243	2009-01-13	434.40
3244	2001-10-18	359.90
3244	2003-08-04	359.90
3244	2004-02-08	359.90
3245	2000-01-11	350.22
3245	2000-10-21	396.44
3245	2003-05-05	396.44
3245	2004-03-09	333.37
3246	2008-06-27	295.61
3246	2008-07-21	344.08
3247	2001-04-18	213.71
3247	2002-06-24	243.11
3247	2011-07-11	187.94
3248	2006-04-14	142.12
3248	2010-02-23	65.43
3249	2003-07-12	92.33
3249	2005-08-11	141.65
3249	2009-04-27	149.15
3250	2007-03-08	183.62
3250	2008-02-18	124.72
3250	2010-12-05	156.12
3251	2002-09-24	454.29
3251	2008-10-08	454.29
3252	2006-12-24	174.76
3252	2007-12-09	175.02
3252	2011-01-19	176.72
3253	2002-01-01	1.61
3254	2006-03-11	135.37
3254	2008-02-18	155.61
3254	2009-04-06	105.17
3255	2003-06-30	65.05
3255	2006-04-29	87.19
3255	2006-09-01	65.19
3256	2002-10-26	464.60
3256	2010-09-01	464.60
3257	2007-01-24	49.03
3257	2010-04-04	29.85
3257	2010-12-03	42.00
3258	2003-09-23	172.61
3258	2005-01-12	172.61
3258	2006-10-18	158.62
3258	2007-06-06	172.61
3258	2011-06-15	164.34
3259	2008-05-04	21.91
3259	2010-08-30	14.94
3260	2002-04-09	268.01
3260	2010-09-03	268.01
3261	2002-04-19	118.22
3261	2008-05-13	186.93
3261	2010-11-01	207.15
3262	2000-01-12	144.23
3262	2007-09-16	150.66
3262	2009-08-15	196.71
3263	2007-08-13	75.43
3263	2008-05-15	74.94
3264	2007-08-13	145.66
3264	2008-05-14	103.59
3265	2007-07-23	235.53
3266	2011-11-06	267.89
3266	2012-06-23	247.99
3267	2010-09-29	249.94
3268	2000-04-30	18.39
3268	2003-01-24	18.05
3268	2003-10-19	18.30
3269	2003-06-15	188.85
3269	2009-03-02	150.04
3270	2004-12-25	323.61
3270	2005-03-11	286.34
3270	2009-01-06	314.51
3270	2012-06-23	323.61
3271	2003-02-18	42.83
3271	2005-09-27	63.17
3271	2008-06-06	72.38
3272	2004-11-08	342.93
3273	2004-02-02	174.25
3273	2005-09-16	158.10
3273	2010-09-09	175.96
3274	2000-11-27	110.86
3274	2004-01-08	174.87
3274	2006-03-06	175.40
3274	2007-07-29	131.99
3274	2008-02-11	205.29
3274	2008-11-06	118.13
3275	2006-01-17	396.06
3275	2009-06-02	334.58
3276	2011-06-07	65.76
3276	2012-04-05	77.43
3277	2010-09-14	268.63
3278	2006-06-17	206.31
3279	2002-05-24	57.96
3279	2008-04-18	40.43
3280	2002-04-15	61.85
3280	2007-11-02	100.26
3280	2011-05-15	88.26
3280	2011-08-25	96.50
3281	2002-11-27	39.67
3281	2007-08-14	36.33
3281	2010-09-08	63.00
3282	2004-09-26	214.48
3282	2004-12-10	192.23
3282	2006-01-20	201.43
3282	2009-04-26	189.14
3282	2010-06-21	225.12
3283	2002-07-01	54.42
3283	2007-01-22	50.07
3283	2007-12-03	46.18
3283	2010-08-29	62.12
3283	2011-12-27	41.74
3284	2010-04-11	314.77
3285	2000-12-17	129.38
3285	2007-09-02	135.47
3287	2004-06-27	7.36
3288	2000-10-11	6.30
3288	2004-05-16	4.55
3288	2004-05-21	7.34
3289	2002-04-05	45.08
3289	2008-06-13	38.51
3289	2011-06-25	29.45
3290	2003-06-03	111.94
3290	2005-07-22	126.93
3291	2002-11-17	116.34
3291	2007-10-16	117.89
3292	2004-06-25	170.52
3292	2011-01-22	110.71
3293	2002-10-04	49.78
3293	2009-04-11	32.98
3294	2002-01-13	159.81
3294	2007-09-25	154.16
3295	2004-06-28	29.70
3295	2006-03-27	39.58
3295	2008-08-31	35.77
3295	2011-02-03	31.09
3295	2011-04-10	33.74
3296	2002-09-16	287.26
3296	2006-02-15	289.95
3296	2006-12-20	289.95
3296	2008-07-13	288.91
3296	2008-12-28	289.95
3296	2009-01-21	289.95
3296	2010-03-24	271.70
3297	2003-02-26	308.87
3297	2007-01-12	263.51
3297	2008-11-30	311.55
3298	2000-06-20	230.27
3298	2004-09-04	225.20
3298	2006-05-23	189.48
3298	2011-02-26	211.53
3299	2005-05-31	125.36
3299	2006-05-22	125.36
3299	2008-06-29	125.36
3299	2010-12-03	125.36
3300	2000-12-01	114.04
3300	2002-01-01	123.85
3301	2010-01-10	63.38
3301	2011-07-27	54.55
3302	2008-03-30	344.56
3303	2001-10-05	10.93
3303	2003-10-17	10.93
3303	2005-03-07	10.93
3303	2008-09-11	10.93
3303	2008-12-03	10.93
3303	2011-08-27	10.93
3304	2001-08-12	13.25
3304	2008-10-26	11.76
3304	2010-01-26	12.86
3304	2011-09-27	13.40
3305	2009-01-31	88.16
3305	2010-04-08	82.22
3305	2010-06-11	88.16
3306	2000-08-15	46.45
3306	2005-10-17	52.91
3306	2010-09-26	54.65
3307	2007-04-20	21.39
3307	2009-02-27	26.28
3308	2005-04-23	67.18
3308	2008-03-18	67.18
3308	2010-01-17	67.18
3309	2003-11-03	333.13
3309	2005-08-10	320.92
3309	2012-05-04	257.47
3310	2002-09-28	23.54
3310	2004-07-23	15.69
3310	2007-10-21	20.20
3310	2011-11-19	14.21
3311	2000-08-01	100.23
3311	2004-02-20	79.21
3311	2004-07-03	107.98
3311	2005-04-11	115.89
3311	2005-11-04	69.19
3311	2011-05-09	77.20
3312	2000-03-20	179.69
3312	2001-11-09	196.41
3312	2003-09-06	192.15
3313	2000-03-01	71.28
3313	2006-09-08	87.72
3313	2009-09-03	64.34
3314	2001-07-18	386.15
3314	2007-02-24	387.06
3315	2002-05-05	73.53
3315	2005-09-07	36.74
3315	2007-03-22	44.81
3315	2007-08-17	31.05
3315	2011-05-15	47.70
3316	2008-12-16	70.82
3316	2011-10-07	58.20
3317	2000-01-24	112.51
3317	2007-01-30	79.41
3317	2008-09-29	82.73
3318	2005-11-17	157.86
3318	2006-03-20	167.19
3318	2006-09-06	164.60
3318	2010-10-01	189.36
3319	2004-02-08	25.53
3319	2007-02-13	25.53
3319	2008-10-08	25.53
3320	2009-04-22	76.53
3320	2012-03-18	61.21
3321	2000-01-28	451.68
3321	2005-01-29	451.68
3321	2010-05-17	441.01
3322	2001-11-20	274.28
3322	2004-02-23	327.02
3322	2006-12-23	303.59
3323	2005-12-24	188.59
3323	2009-01-18	249.66
3324	2009-07-12	60.88
3324	2011-11-13	64.33
3325	2002-12-20	148.89
3325	2006-01-19	173.61
3325	2007-07-11	206.71
3326	2004-10-31	82.49
3326	2009-04-20	104.35
3326	2009-08-15	107.98
3326	2009-08-30	109.72
3327	2000-10-01	201.64
3327	2003-09-04	173.69
3327	2010-01-01	217.80
3327	2010-03-10	176.97
3328	2003-02-13	109.19
3328	2009-10-01	106.15
3329	2003-11-29	292.64
3329	2011-04-22	272.86
3330	2004-05-14	80.24
3330	2008-05-17	73.43
3330	2008-12-07	46.04
3331	2006-07-09	83.81
3331	2011-11-19	87.82
3332	2008-12-29	351.64
3333	2000-01-01	152.79
3333	2011-11-22	190.54
3334	2007-03-02	55.46
3335	2007-12-14	77.29
3335	2010-10-09	68.04
3336	2001-04-10	153.71
3336	2001-10-23	149.11
3336	2003-06-12	126.46
3336	2008-04-26	96.91
3337	2000-09-29	361.41
3337	2002-04-22	325.66
3337	2004-08-07	353.53
3338	2001-08-16	30.65
3338	2008-11-09	38.95
3338	2009-05-11	35.45
3338	2009-06-04	32.88
3339	2002-06-06	375.73
3339	2004-02-22	375.73
3340	2000-05-02	30.48
3340	2008-09-17	33.18
3341	2002-10-06	51.34
3341	2008-11-22	47.90
3342	2000-07-17	242.54
3342	2001-02-09	196.64
3342	2011-02-09	266.01
3343	2000-11-18	84.58
3343	2001-05-08	133.97
3343	2004-02-15	98.02
3343	2004-11-04	128.85
3344	2002-12-09	3.79
3344	2006-06-26	5.54
3344	2009-04-12	3.93
3345	2001-06-07	473.76
3345	2009-01-21	473.76
3345	2010-06-05	423.23
3345	2011-09-25	473.76
3346	2000-02-09	247.06
3346	2009-02-28	191.81
3347	2002-11-14	196.87
3347	2005-08-21	219.01
3348	2000-04-23	179.49
3348	2008-08-07	196.27
3348	2009-05-18	205.69
3348	2011-02-07	202.42
3348	2011-11-30	207.20
3349	2001-04-12	8.14
3349	2001-12-07	6.90
3349	2006-08-06	8.24
3349	2009-11-28	8.21
3350	2000-05-21	462.80
3350	2003-06-03	467.73
3350	2006-10-26	429.06
3350	2010-05-15	378.28
3350	2011-10-30	397.92
3351	2000-02-02	6.64
3351	2005-08-04	4.42
3351	2010-12-22	5.11
3352	2009-03-10	117.96
3352	2011-11-13	131.15
3353	2000-06-03	250.84
3353	2005-03-12	216.36
3353	2009-01-17	250.84
3353	2009-06-17	234.13
3354	2000-11-15	16.30
3354	2005-10-17	19.86
3354	2007-01-03	19.19
3354	2007-08-10	13.97
3354	2010-09-08	16.44
3355	2004-07-24	385.10
3355	2006-02-14	383.15
3355	2007-10-03	453.03
3356	2000-02-26	125.35
3356	2005-04-25	120.53
3356	2005-12-17	115.23
3357	2000-09-24	339.05
3357	2004-04-06	259.20
3357	2004-08-22	211.56
3357	2011-06-29	212.87
3357	2011-12-20	219.16
3359	2001-08-09	177.03
3359	2002-06-29	158.89
3359	2005-06-21	219.73
3359	2006-01-09	152.41
3360	2008-05-29	365.85
3360	2012-01-26	437.04
3361	2000-08-10	150.22
3361	2003-01-02	102.04
3361	2010-06-19	125.82
3361	2011-09-04	160.71
3362	2008-01-05	425.78
3362	2008-02-18	425.78
3362	2008-12-03	425.78
3362	2010-01-29	425.78
3363	2002-06-23	102.95
3363	2002-09-23	80.69
3363	2003-01-19	130.37
3363	2005-02-23	99.54
3364	2004-10-23	63.62
3364	2007-02-15	88.46
3365	2005-02-01	432.69
3365	2005-08-08	432.69
3366	2002-03-02	156.82
3366	2009-02-21	129.20
3367	2000-09-29	7.11
3367	2001-02-20	7.32
3367	2011-11-28	9.02
3368	2001-09-12	405.45
3368	2004-09-19	361.45
3368	2005-02-26	301.69
3368	2008-10-12	436.13
3368	2008-12-31	383.87
3368	2009-03-15	321.76
3368	2010-08-15	318.59
3368	2012-04-16	338.46
3369	2006-12-19	115.06
3369	2010-11-11	137.86
3370	2002-09-26	333.40
3370	2003-03-13	326.22
3370	2003-12-30	326.16
3370	2010-05-07	347.36
3371	2004-12-21	204.42
3371	2008-03-31	155.15
3371	2010-02-01	176.65
3372	2000-11-04	174.66
3373	2000-10-08	297.76
3373	2004-09-30	314.41
3373	2010-02-27	314.41
3374	2000-03-28	160.61
3374	2010-11-17	178.53
3375	2003-04-30	9.34
3375	2010-03-03	5.43
3375	2010-07-19	10.15
3376	2009-02-04	6.85
3377	2003-12-19	134.36
3377	2005-06-24	130.45
3377	2006-10-12	112.81
3377	2008-10-20	100.11
3378	2003-07-30	321.82
3378	2004-04-20	285.99
3378	2005-08-24	334.20
3378	2007-01-13	379.78
3379	2002-12-22	88.80
3379	2009-08-05	85.55
3380	2007-04-30	190.10
3380	2008-01-11	226.81
3381	2003-06-16	161.18
3381	2007-08-27	156.86
3382	2008-06-04	20.70
3382	2010-02-04	20.83
3383	2003-06-29	75.81
3383	2006-03-01	97.18
3384	2006-10-22	339.97
3384	2010-02-02	290.59
3384	2010-05-23	324.60
3385	2006-04-25	68.62
3385	2007-12-01	55.40
3386	2002-09-02	149.82
3386	2011-02-17	123.34
3386	2011-05-25	174.76
3387	2000-03-09	238.39
3387	2010-07-28	238.39
3387	2010-11-14	238.39
3388	2000-09-27	184.46
3388	2004-11-21	185.04
3389	2007-04-01	103.59
3390	2001-06-20	127.37
3390	2008-07-29	224.93
3391	2000-08-27	241.66
3391	2001-06-05	263.36
3391	2002-03-17	214.67
3391	2008-05-15	277.24
3392	2005-08-06	418.06
3393	2001-05-15	173.29
3393	2003-03-03	206.32
3393	2007-10-06	199.47
3394	2002-01-09	186.84
3394	2002-01-29	216.65
3394	2004-04-27	138.64
3394	2006-01-28	97.27
3394	2007-08-15	124.49
3394	2008-09-23	92.60
3394	2009-01-07	143.57
3394	2009-02-12	202.03
3395	2010-03-04	132.59
3396	2000-03-17	131.18
3396	2001-01-03	130.81
3396	2001-06-15	143.81
3396	2004-11-15	154.04
3397	2001-10-18	132.46
3397	2001-11-04	158.56
3397	2008-07-03	117.40
3398	2008-03-02	189.09
3399	2004-12-15	64.02
3399	2007-12-23	76.64
3399	2010-12-12	68.26
3400	2005-02-13	193.73
3400	2007-09-16	229.88
3401	2003-05-05	296.49
3401	2006-12-26	345.88
3401	2007-04-29	300.65
3401	2008-12-12	299.12
3402	2005-01-01	306.08
3402	2005-04-28	332.31
3402	2006-06-08	311.52
3402	2008-09-13	407.47
3403	2000-02-27	391.44
3403	2011-05-06	366.58
3404	2004-03-13	55.02
3404	2005-06-02	55.02
3404	2008-08-24	55.02
3404	2010-12-14	54.31
3405	2002-05-24	255.35
3405	2008-08-15	264.30
3406	2001-05-09	273.85
3406	2003-05-09	273.85
3406	2009-09-01	273.85
3407	2004-04-17	117.31
3407	2010-07-02	97.82
3407	2012-01-08	217.34
3408	2001-11-15	185.07
3408	2003-01-01	180.92
3408	2003-05-20	180.62
3408	2008-09-17	191.58
3409	2011-09-21	10.55
3410	2001-07-25	404.08
3410	2008-05-05	415.12
3410	2008-08-15	410.92
3410	2009-11-29	356.77
3411	2000-08-04	35.02
3411	2010-07-06	30.64
3411	2011-02-16	24.30
3412	2001-03-12	336.99
3412	2001-03-24	220.42
3412	2008-07-23	361.96
3412	2011-01-14	310.71
3413	2002-01-02	143.16
3413	2007-12-15	199.39
3414	2001-11-11	0.41
3415	2003-06-22	85.65
3415	2006-01-05	84.63
3415	2009-04-25	85.56
3416	2008-01-06	78.18
3416	2011-02-11	141.79
3416	2011-04-26	125.49
3417	2000-12-16	314.30
3417	2001-03-23	314.30
3417	2006-12-27	314.30
3417	2007-05-22	285.99
3417	2008-05-24	314.30
3417	2009-01-30	314.30
3418	2001-07-29	45.40
3418	2002-07-03	34.57
3418	2004-06-05	87.61
3419	2003-06-13	142.20
3419	2005-06-01	142.20
3419	2008-04-27	141.73
3419	2010-03-01	142.20
3420	2007-05-16	70.21
3420	2009-08-05	87.06
3421	2006-03-21	343.19
3421	2011-08-11	229.93
3421	2012-02-24	230.11
3422	2002-02-24	116.18
3422	2006-01-02	114.84
3422	2009-12-28	152.84
3422	2010-05-08	126.18
3422	2010-11-29	99.55
3423	2010-08-29	212.77
3424	2000-10-19	106.48
3424	2001-07-17	109.85
3424	2006-06-24	135.28
3424	2006-08-02	94.74
3425	2003-11-07	131.32
3425	2004-01-09	126.56
3425	2004-10-09	121.01
3425	2007-02-19	166.17
3425	2009-10-19	174.07
3425	2012-02-26	137.42
3426	2004-01-02	117.22
3427	2000-01-22	19.57
3427	2001-11-05	19.57
3427	2005-03-14	19.57
3427	2005-08-14	19.57
3428	2007-12-07	313.96
3429	2004-04-07	183.83
3429	2011-11-02	209.83
3430	2005-07-17	99.86
3430	2009-10-24	127.61
3431	2008-10-16	80.31
3431	2009-01-10	82.21
3432	2003-11-27	156.19
3432	2012-05-13	188.30
3434	2001-01-06	312.77
3434	2004-04-19	312.77
3434	2007-12-19	312.77
3434	2009-10-13	312.77
3435	2003-11-05	388.53
3435	2005-08-30	266.88
3435	2006-04-03	356.25
3435	2011-02-19	275.42
3435	2011-08-15	347.02
3436	2012-02-27	158.23
3437	2003-01-20	122.89
3438	2001-10-13	58.44
3438	2005-05-21	58.44
3438	2012-06-03	58.44
3439	2008-10-06	135.55
3439	2008-12-09	154.90
3440	2001-06-01	180.96
3440	2005-06-20	168.02
3440	2010-03-12	164.16
3441	2002-01-04	355.86
3441	2009-05-13	355.86
3441	2010-07-11	355.86
3442	2006-03-18	410.35
3442	2012-05-08	439.28
3443	2000-02-05	106.07
3443	2000-02-14	96.86
3443	2001-07-16	131.32
3443	2005-03-22	95.51
3443	2009-09-30	107.74
3444	2003-05-15	88.60
3444	2004-05-29	136.29
3444	2006-08-02	124.64
3444	2007-09-04	132.70
3444	2009-11-21	138.11
3444	2011-11-09	141.03
3445	2006-10-21	152.36
3446	2000-01-21	111.11
3446	2000-11-12	96.02
3446	2001-12-26	94.92
3446	2002-09-26	134.71
3446	2003-05-14	133.66
3447	2009-09-05	68.51
3448	2003-04-22	191.62
3448	2010-10-07	205.40
3448	2012-03-06	217.93
3449	2006-12-02	271.76
3449	2011-09-04	271.76
3450	2004-01-27	161.94
3450	2007-01-31	119.02
3450	2010-04-09	150.63
3451	2004-02-25	255.86
3451	2007-02-09	260.59
3452	2000-05-11	26.35
3452	2002-09-25	26.35
3452	2010-07-03	26.35
3452	2010-07-16	26.35
3452	2011-09-08	26.35
3453	2007-06-01	86.30
3453	2010-09-19	70.23
3454	2004-07-14	150.68
3454	2005-11-09	201.16
3454	2010-11-19	252.40
3455	2009-05-12	228.76
3455	2012-01-07	270.51
3456	2001-06-09	42.32
3456	2007-01-04	42.32
3456	2011-09-27	37.77
3456	2011-09-29	42.32
3457	2003-06-13	138.77
3457	2008-04-02	116.14
3457	2011-03-08	117.88
3457	2011-05-29	101.73
3458	2002-06-27	160.35
3458	2009-12-29	137.85
3459	2007-09-04	375.95
3459	2011-05-27	375.95
3460	2010-03-05	107.71
3461	2007-12-27	156.65
3461	2012-04-29	224.75
3462	2004-08-13	46.38
3462	2008-12-24	47.26
3463	2004-04-08	161.84
3463	2006-11-11	79.51
3463	2010-06-27	143.64
3463	2011-04-25	89.54
3464	2004-11-18	19.43
3464	2006-07-06	27.10
3464	2012-05-11	62.18
3464	2012-05-28	64.26
3465	2000-07-12	195.62
3466	2010-02-21	259.10
3466	2011-07-13	232.21
3467	2000-02-18	58.52
3467	2003-07-16	55.64
3468	2002-04-08	27.65
3468	2009-05-26	24.38
3469	2002-06-20	54.43
3470	2002-07-11	111.67
3470	2011-09-03	71.59
3471	2005-10-24	34.57
3471	2008-06-14	71.11
3471	2009-02-26	79.52
3472	2000-08-08	95.72
3472	2003-05-11	109.43
3472	2008-06-20	124.20
3473	2006-12-02	78.14
3473	2011-05-06	90.25
3473	2012-05-06	83.02
3474	2011-11-10	130.15
3475	2001-05-24	57.74
3475	2003-01-29	71.13
3476	2007-10-28	483.00
3477	2008-01-15	74.90
3477	2011-09-25	109.73
3478	2006-09-11	19.48
3478	2012-01-12	14.36
3479	2005-11-10	71.94
3479	2007-10-10	59.67
3479	2008-04-16	64.73
3479	2011-02-15	67.37
3480	2006-01-10	367.21
3480	2008-05-18	367.21
3480	2009-07-28	367.21
3481	2000-07-29	68.08
3481	2001-09-18	129.28
3482	2010-05-21	294.80
3483	2000-09-16	99.31
3483	2008-07-12	101.42
3483	2010-07-26	104.93
3484	2004-12-08	318.76
3484	2005-12-18	293.35
3484	2007-11-17	384.67
3485	2002-09-08	23.45
3485	2006-01-28	18.90
3485	2006-06-11	20.18
3485	2012-03-31	23.45
3486	2000-04-14	178.96
3486	2005-11-21	133.90
3486	2008-01-24	142.27
3486	2008-12-09	181.17
3487	2004-07-22	156.82
3487	2009-11-23	240.85
3488	2010-02-08	234.04
3488	2011-04-11	324.27
3489	2004-05-29	3.71
3490	2002-01-23	52.81
3490	2002-03-06	160.14
3490	2006-04-03	185.09
3490	2009-05-31	122.71
3490	2010-12-13	140.55
3490	2011-11-28	147.17
3491	2003-02-26	181.83
3492	2000-12-15	138.40
3492	2001-09-18	133.12
3492	2004-02-21	162.03
3492	2007-08-17	89.86
3492	2009-09-25	107.42
3493	2002-09-23	38.91
3493	2009-06-21	35.72
3494	2005-03-15	106.85
3494	2010-09-05	103.93
3495	2005-09-24	28.72
3495	2008-06-22	19.15
3495	2011-05-20	18.75
3496	2003-03-06	217.45
3496	2005-12-09	195.33
3497	2009-06-20	11.69
3497	2010-08-02	11.69
3497	2010-10-17	11.69
3498	2004-12-20	23.00
3498	2006-04-01	25.66
3498	2008-02-17	23.12
3499	2000-02-08	207.48
3499	2007-07-27	293.83
3500	2002-12-12	405.69
3500	2003-09-17	376.91
3500	2009-04-07	485.47
3501	2011-04-14	158.37
3502	2002-04-04	20.68
3502	2003-07-24	18.65
3502	2003-08-11	17.54
3502	2010-10-27	18.10
3503	2000-09-24	123.99
3503	2003-12-07	164.49
3503	2006-05-21	164.49
3504	2001-05-24	463.06
3504	2001-09-21	465.26
3504	2007-07-27	408.93
3504	2009-04-09	411.85
3505	2000-11-14	207.41
3505	2004-09-03	213.47
3505	2004-09-05	184.81
3505	2009-03-08	198.01
3506	2001-12-04	47.72
3506	2007-06-18	54.26
3507	2000-01-09	334.20
3507	2001-12-22	379.65
3507	2008-02-05	314.56
3508	2004-09-04	436.86
3508	2012-04-19	326.82
3509	2000-03-01	112.97
3509	2001-02-01	101.67
3509	2003-12-18	151.65
3509	2008-05-09	92.69
3509	2008-07-28	127.76
3509	2010-06-13	137.31
3509	2010-09-09	148.34
3510	2001-08-09	233.35
3510	2003-10-12	281.81
3510	2006-04-29	292.91
3510	2011-07-20	202.98
3511	2006-03-26	203.21
3511	2007-10-30	196.77
3511	2010-03-18	234.73
3512	2000-01-08	48.08
3512	2005-04-15	53.08
3513	2008-07-04	210.42
3513	2009-08-07	160.20
3514	2003-07-08	9.62
3514	2004-12-16	9.73
3514	2008-11-06	8.31
3515	2003-09-09	95.13
3515	2007-03-20	48.49
3515	2007-07-01	100.75
3515	2010-03-11	55.73
3516	2003-06-12	329.21
3516	2003-08-18	194.56
3516	2005-03-11	260.13
3516	2008-05-23	228.18
3517	2002-11-24	353.77
3517	2003-12-13	347.32
3517	2006-05-15	315.20
3517	2007-06-19	333.28
3517	2007-06-29	201.35
3517	2012-02-10	284.19
3518	2002-02-02	69.28
3518	2003-05-12	68.18
3518	2006-05-15	68.92
3518	2007-04-19	59.34
3519	2010-05-06	79.35
3520	2009-09-08	9.37
3521	2004-07-13	72.97
3521	2008-04-10	74.23
3522	2003-01-27	96.55
3522	2004-06-08	84.00
3522	2004-08-04	75.97
3522	2006-12-09	73.46
3522	2010-08-15	85.01
3523	2008-04-02	25.78
3524	2002-04-20	104.88
3524	2006-04-19	99.35
3524	2010-03-02	97.89
3524	2010-06-29	107.18
3525	2003-02-15	74.29
3525	2004-12-07	83.84
3526	2007-04-26	272.01
3526	2008-11-12	282.49
3526	2009-01-01	257.71
3526	2010-04-14	237.88
3527	2010-04-14	41.72
3527	2012-01-08	55.85
3528	2007-07-28	270.68
3528	2008-12-10	164.35
3529	2000-12-23	169.69
3529	2006-03-23	162.27
3529	2008-01-11	108.44
3530	2004-05-03	121.59
3530	2007-02-05	119.54
3530	2007-07-28	156.13
3530	2009-08-24	185.10
3530	2009-12-29	220.22
3530	2012-03-02	148.80
3531	2008-08-11	208.45
3532	2000-01-18	127.46
3532	2010-08-03	127.46
3533	2004-05-06	90.22
3533	2005-04-22	78.62
3533	2008-09-03	82.37
3533	2008-12-11	73.32
3533	2012-05-06	79.42
3534	2001-03-17	176.97
3534	2001-10-30	180.05
3534	2009-03-11	180.05
3535	2011-05-17	89.55
3536	2002-04-23	138.33
3537	2001-11-12	82.75
3537	2011-01-26	61.17
3538	2006-05-04	84.57
3538	2007-02-06	120.68
3539	2003-09-03	90.95
3539	2006-07-11	112.12
3539	2012-04-11	76.56
3540	2002-03-30	333.44
3540	2007-12-25	301.53
3540	2009-06-29	280.87
3540	2011-02-07	273.31
3541	2001-04-03	124.11
3541	2003-04-20	121.40
3541	2006-02-06	154.69
3541	2007-07-22	145.42
3542	2003-08-10	132.74
3542	2008-10-24	188.03
3542	2009-08-23	270.64
3543	2000-09-23	120.45
3543	2004-01-12	139.19
3543	2004-08-10	112.54
3543	2007-03-18	135.22
3543	2009-08-02	116.41
3544	2003-03-20	82.66
3544	2006-01-17	103.87
3544	2011-04-15	77.28
3545	2007-08-08	17.89
3545	2009-02-20	17.89
3545	2009-05-21	17.89
3546	2003-10-30	91.41
3546	2007-07-05	95.09
3547	2001-12-11	482.30
3547	2003-09-01	482.30
3547	2006-03-23	482.30
3547	2010-12-25	482.30
3548	2003-06-17	143.21
3548	2005-11-26	123.32
3548	2006-03-09	94.92
3548	2009-03-07	126.22
3548	2009-03-17	140.66
3549	2000-01-31	206.16
3549	2008-03-20	250.52
3550	2001-12-18	55.46
3550	2007-03-23	53.48
3550	2009-05-15	65.42
3550	2010-12-28	63.32
3550	2011-09-15	50.85
3551	2007-09-12	295.49
3551	2008-03-04	289.94
3551	2008-04-13	295.49
3552	2006-05-18	292.59
3553	2002-12-15	253.74
3553	2007-01-17	198.37
3553	2008-02-23	196.00
3553	2010-06-05	216.92
3555	2000-07-18	140.84
3555	2009-04-09	143.96
3555	2012-02-14	131.62
3556	2005-04-29	23.11
3557	2006-05-08	467.64
3557	2010-04-06	446.40
3558	2000-05-11	10.75
3558	2005-07-01	10.95
3558	2008-08-01	13.12
3559	2012-05-23	153.85
3560	2011-09-17	157.32
3560	2011-11-01	104.40
3561	2004-08-28	372.60
3561	2011-05-05	372.00
3562	2006-11-12	4.95
3562	2009-07-24	4.76
3562	2011-06-15	6.20
3563	2000-09-22	62.40
3563	2010-07-25	79.77
3563	2011-09-26	80.66
3564	2000-11-09	113.42
3564	2003-12-05	76.42
3564	2008-01-18	122.23
3564	2009-04-15	86.59
3565	2002-01-15	336.03
3565	2006-12-13	340.40
3565	2010-04-02	340.40
3566	2000-03-14	167.05
3566	2000-04-25	181.05
3566	2008-07-08	185.02
3566	2010-06-03	162.90
3567	2003-12-25	272.85
3567	2005-02-23	223.68
3567	2006-10-25	175.86
3568	2000-03-28	63.86
3568	2006-06-11	63.86
3568	2007-03-30	63.86
3568	2009-05-07	63.86
3568	2009-10-13	63.86
3568	2010-04-09	63.86
3568	2010-09-08	63.28
3568	2010-12-11	63.86
3569	2002-06-08	342.29
3569	2011-04-17	342.29
3569	2011-06-29	310.24
3569	2012-01-19	342.29
