productid	name	retailprice
5404	Inmunin	97.99
5405	Frotumor	424.47
5406	Barquestollor	245.52
5407	Thrumunplex	168.26
5408	Empebonentor	29.75
5409	Rapsipegan	239.31
5410	Upsipimower	269.58
5411	Rapfropollantor	446.92
5412	Inmunax	463.36
5413	Winbanewower	365.20
5414	Surzapexicator	135.56
5415	Tupdudommover	241.03
5416	Barbanackistor	322.29
5417	Inpickadower	281.62
5418	Frowerpedan	19.83
5419	Inzapazz	466.29
5420	Froquestewan	268.92
5421	Unjubover	100.25
5422	Endhupex	496.38
5423	Frofropantor	335.58
5424	Addimilex	157.28
5425	Tuperistor	3.84
5426	Tuprobantor	90.61
5427	Untumax	411.10
5428	Froglibinover	52.85
5429	Grodudin	310.51
5430	Upwerpplistor	438.00
5431	Thruweror	430.87
5432	Tupdudazz	80.38
5433	Tipbanower	451.67
5434	Retanar	41.61
5435	Klinipinicator	230.71
5436	Zeepickax	492.35
5437	Surkiledgower	290.95
5438	Cipvenackex	307.32
5439	Upzapicator	94.05
5440	Grohupedazz	422.47
5441	Cipwerponantor	17.01
5442	Monkilommower	112.26
5443	Klifropinower	460.25
5444	Parsipamower	328.10
5445	Tipbanopan	77.89
5446	Reerex	481.49
5447	Upvenistor	472.05
5448	Lomglibackicator	411.39
5449	Uncadover	422.80
5450	Parsapax	11.68
5451	Haptumazz	109.15
5452	Surtumaquar	8.25
5453	Inpickicator	396.16
5454	Qwimunicator	87.81
5455	Winbanin	206.16
5456	Tupwerover	77.96
5457	Supsapamazz	195.64
5458	Zeetanor	341.27
5459	Lomkilefor	95.15
5460	Repickan	334.86
5461	Adtinazz	334.42
5462	Insapollor	116.41
5463	Rapwerantor	219.25
5464	Varhupilor	301.32
5465	Tipglibadover	338.71
5466	Tipzapilistor	367.54
5467	Lomtinan	12.70
5468	Tipnipin	324.60
5469	Intanefan	404.85
5470	Bartumilentor	248.68
5471	Upnipan	32.34
5472	Truvenantor	474.30
5473	Trutinover	425.78
5474	Zeedimistor	44.82
5475	Barjubistor	252.91
5476	Tipfropaquazz	487.99
5477	Cipsipanazz	37.13
5478	Frotanex	8.48
5479	Inquestar	80.39
5480	Rapdudor	22.35
5481	Endcadan	118.56
5482	Surjubewicator	499.71
5483	Hapmunover	130.05
5484	Rapkilamower	299.83
5485	Inrobor	329.85
5486	Emglibaquower	423.62
5487	Adsapantor	184.23
5488	Monwerpower	364.86
5489	Revenistor	335.44
5490	Emdudplazz	153.74
5491	Dopfropentor	297.72
5492	Insipover	449.68
5493	Varzapupantor	213.17
5494	Haphupepazz	259.20
5495	Inbanover	89.05
5496	Lomdiman	400.60
5497	Ciptanommistor	393.01
5498	Surdimexover	159.93
5499	Winjubazz	489.39
5500	Truwerazz	210.36
5501	Endsaponax	469.79
5502	Endwerpewazz	148.45
5503	Thrunipistor	7.54
5504	Tupveninex	175.12
5505	Parmunicator	479.33
5506	Cippickadicator	134.84
5507	Thruglibower	82.48
5508	Thruquestor	352.34
5509	Zeewerplower	334.90
5510	Grovenadistor	218.17
5511	Thrumunazz	41.83
5512	Hapzapaquentor	188.15
5513	Surrobewower	261.88
5514	Truwerentor	73.81
5515	Parhupimin	217.29
5516	Supvenin	334.72
5517	Grofropin	486.36
5518	Upzapackover	419.42
5519	Haperower	471.47
5520	Froquesticistor	415.09
5521	Varbanower	184.31
5522	Zeepebicazz	147.84
5523	Thrucadower	489.16
5524	Thruwerilan	252.11
5525	Lomzapor	450.96
5526	Tupquestepover	82.66
5527	Tuperin	262.13
5528	Adrobexentor	167.58
5529	Truquestefistor	455.77
5530	Tupbanar	352.31
5531	Adrobewantor	95.98
5532	Froerimin	377.21
5533	Tipfropefentor	19.10
5534	Surnipor	370.03
5535	Grobanedgar	52.55
5536	Emerinicator	470.11
5537	Kliwerexan	493.16
5538	Doptinazz	454.92
5539	Monnipentor	320.50
5540	Lommunamor	196.01
5541	Adsapicator	342.14
5542	Winweradazz	331.89
5543	Wintumex	30.96
5544	Zeecadaquower	118.27
5545	Supglibar	112.92
5546	Tupzapackantor	110.56
5547	Varkilax	188.79
5548	Rebanonistor	140.36
5549	Dopnipar	42.90
5550	Klidimewazz	254.33
5551	Grodimefar	414.24
5552	Winquesticex	473.59
5553	Upvenentor	188.46
5554	Qwiglibover	75.30
5555	Emsipistor	27.05
5556	Frorobor	322.96
5557	Truweropentor	159.29
5558	Upwerpilar	255.44
5559	Thrukilefantor	224.16
5560	Kliwerpistor	397.67
5561	Qwipeban	372.71
5562	Winbanplor	414.90
5563	Truzapower	396.56
5564	Windimantor	482.59
5565	Zeejubazz	123.19
5566	Wintinedor	164.62
5567	Trusapicator	170.05
5568	Cippickor	391.85
5569	Winquestegentor	22.25
5570	Surglibover	247.18
5571	Varcadackex	341.55
5572	Retumistor	32.44
5573	Monsipantor	99.92
5574	Surmunover	276.46
5575	Uprobimover	73.95
5576	Growerpicator	352.42
5577	Lomrobedantor	117.88
5578	Rapdudewex	371.89
5579	Zeetumantor	140.19
5580	Wincadazz	341.40
5581	Parquestewin	393.87
5582	Supsipentor	122.77
5583	Supsapefistor	125.68
5584	Hapnipupover	202.44
5585	Parzapepistor	438.08
5586	Upbanicator	122.39
5587	Inbanicor	189.74
5588	Klivenopin	443.80
5589	Unnipin	343.98
5590	Admunollover	229.60
5591	Hapkilinin	311.82
5592	Barsapicator	238.73
5593	Thrutanin	231.76
5594	Tupsipentor	422.82
5595	Grorobimantor	323.30
5596	Cipsipan	427.25
5597	Frojubilazz	435.33
5598	Addudepantor	48.37
5599	Zeetumover	495.07
5600	Gropickicator	448.29
5601	Zeesipeficator	440.51
5602	Trunipower	296.94
5603	Tipsipor	119.11
5604	Klimunewax	295.72
5605	Surbanedgower	412.78
5606	Lommunedgin	382.80
5607	Vartinentor	374.67
5608	Unfropicator	412.00
5609	Ciptinimentor	2.35
5610	Reerefantor	174.63
5611	Klinipimazz	206.07
5612	Trutumower	287.41
5613	Doptumar	116.25
5614	Winmunicator	382.76
5615	Parerexower	4.80
5616	Tupjubicazz	250.94
5617	Rapmunefentor	290.22
5618	Adtinax	195.12
5619	Endtumex	45.51
5620	Tipbanepax	1.81
5621	Surpickedgower	474.88
5622	Windudonin	226.25
5623	Monsapexazz	48.87
5624	Trueropover	292.65
5625	Cipniponar	435.37
5626	Endfropollan	103.83
5627	Varquesticex	300.67
5628	Klirobistor	177.10
5629	Inmunedgicator	453.16
5630	Zeequestanower	146.70
5631	Dopquestantor	417.09
5632	Qwizapicazz	70.51
5633	Happickover	376.82
5634	Frobanicator	191.90
5635	Cipbanex	400.89
5636	Klifropistor	97.93
5637	Emvenex	4.66
5638	Frorobonex	329.96
5639	Grotinexin	289.66
5640	Pardimefistor	56.28
5641	Zeepebazz	247.72
5642	Qwiglibax	277.74
5643	Injubommex	442.45
5644	Tipdiministor	170.35
5645	Supquestex	24.52
5646	Emnipax	25.41
5647	Lomdudazz	123.48
5648	Frowerpin	349.01
5649	Upbanower	419.02
5650	Thrudimamazz	73.36
5651	Reweran	138.03
5652	Klitinazz	241.20
5653	Raptanaquentor	3.85
5654	Trudimonin	494.27
5655	Untinexentor	473.42
5656	Varsapor	215.26
5657	Frohupaquor	249.07
5658	Lomnipegax	326.46
5659	Varcadplicator	360.35
5660	Sureror	309.95
5661	Cipwerover	83.13
5662	Tupmunentor	198.57
5663	Supdudollin	458.84
5664	Qwisapefan	355.65
5665	Inbanimover	257.54
5666	Montanedgistor	136.56
5667	Tupglibonor	410.59
5668	Klirobopistor	424.35
5669	Klierilover	481.87
5670	Barerar	406.87
5671	Grosapan	247.28
5672	Embanor	460.26
5673	Thrududican	405.46
5674	Surdimex	489.23
5675	Varzapar	254.09
5676	Renipinower	198.14
5677	Repickamentor	283.80
5678	Emeradover	378.52
5679	Varweran	269.13
5680	Endmunimantor	410.96
5681	Emerackax	480.35
5682	Endjubexicator	451.67
5683	Frofropupistor	258.08
5684	Zeefropommentor	380.80
5685	Surwerefax	9.67
5686	Tuppickefax	176.89
5687	Surpickollover	67.66
5688	Rapquestommazz	382.55
5689	Infropackover	218.48
5690	Qwimunan	186.63
5691	Emdimefentor	348.86
5692	Varpebexazz	178.21
5693	Grotumegantor	469.61
5694	Cipvenin	479.71
5695	Frovenplax	473.15
5696	Tupjubantor	50.15
5697	Tipsapex	318.90
5698	Untaninan	87.81
5699	Vartinax	412.81
5700	Klisapamar	387.96
5701	Varsapazz	114.82
5702	Wintinax	199.13
5703	Hapzapinover	367.13
5704	Inkilan	13.15
5705	Cipjubplentor	326.08
5706	Doppebazz	177.77
5707	Parvenamin	335.74
5708	Supwerex	14.62
5709	Upcadin	241.18
5710	Varsipax	276.28
5711	Cipzapicentor	431.47
5712	Hapmunonazz	370.54
5713	Dopfropamicator	58.33
5714	Adzapover	449.39
5715	Thrudimedar	329.61
5716	Intanommentor	131.46
5717	Lommunepax	440.49
5718	Adpickower	79.04
5719	Klikilar	346.98
5720	Emtanex	81.65
5721	Adpickin	69.90
5722	Tipfropex	29.04
5723	Trubanazz	206.87
5724	Uptumantor	296.24
5725	Montumazz	59.01
5726	Tupdudegan	70.07
5727	Addimedazz	490.65
5728	Unsipin	425.76
5729	Supwerpover	17.08
5730	Tupericator	204.94
5731	Thrubanopicator	379.23
5732	Supkilegentor	196.99
5733	Barsipazz	465.72
5734	Barnipopicator	381.16
5735	Emwerpupover	297.14
5736	Emdudilover	282.22
5737	Tipbanepover	85.53
5738	Winhupantor	245.93
5739	Renipepex	55.72
5740	Cipnipor	331.90
5741	Sursipepor	341.15
5742	Trudimilover	54.04
5743	Barjubentor	142.37
5744	Endfropentor	442.20
5745	Winhupazz	255.16
5746	Winwerpantor	478.32
5747	Monglibantor	120.88
5748	Varhupplex	21.22
5749	Endpebexar	151.10
5750	Bartanistor	342.69
5751	Cipglibanin	109.66
5752	Inrobentor	240.87
5753	Qwiglibover	240.83
5754	Frosapefower	332.15
5755	Klijubower	319.06
5756	Upwerpilin	86.78
5757	Haprobicator	492.26
5758	Trucadedgistor	71.89
5759	Monsipan	454.14
5760	Aderower	257.01
5761	Surrobicator	187.12
5762	Suppeban	409.98
5763	Barquestan	497.54
5764	Frodimin	37.24
5765	Haperommentor	397.05
5766	Thrusipollor	235.48
5767	Untumupan	404.83
5768	Tipdimupistor	177.17
5769	Grorobor	153.26
5770	Adsapistor	48.39
5771	Varhupedazz	46.93
5772	Tipvenicator	195.57
5773	Zeehupazz	24.32
5774	Cipjubantor	16.07
5775	Unbanackover	240.51
5776	Barkilar	16.86
5777	Dopvenilin	386.67
5778	Upglibonex	264.67
5779	Adkilentor	42.08
5780	Endmunar	80.69
5781	Surrobar	449.20
5782	Dopglibupantor	470.43
5783	Upfropicin	275.66
5784	Klitanplistor	174.39
5785	Adfropamin	96.28
5786	Upvenackazz	139.37
5787	Grosipicator	456.16
5788	Adsapefor	134.56
5789	Klidimistor	63.10
5790	Barkilar	211.36
5791	Emjubor	289.95
5792	Parjubantor	14.64
5793	Winjubewan	291.79
5794	Grotinadar	298.71
5795	Thrukililicator	145.79
5796	Indimedan	431.17
5797	Hapsipexin	56.50
5798	Rappebepower	106.12
5799	Endjubex	46.15
5800	Truhupin	20.68
5801	Tipcadepax	74.49
5802	Refropar	443.71
5803	Endhupazz	367.96
5804	Supwerar	103.70
5805	Barerimantor	296.77
5806	Zeerobex	414.09
5807	Uptumedgower	217.55
5808	Surfropefan	225.76
5809	Zeecadinin	92.65
5810	Trupebewin	303.20
5811	Unrobackar	200.11
5812	Updimantor	228.60
5813	Trududin	30.81
5814	Vardimimistor	374.45
5815	Gropickefor	307.82
5816	Klirobommicator	216.68
5817	Qwizapewin	135.32
5818	Repickonar	324.15
5819	Hapbanentor	440.96
5820	Suppebadan	258.68
5821	Klibanilicator	279.32
5822	Supjubadentor	271.27
5823	Winsapicor	115.06
5824	Resipax	441.90
5825	Resipanicator	258.44
5826	Varbanexower	33.29
5827	Winquestonover	403.78
5828	Dopbanexor	225.61
5829	Thrumunax	370.29
5830	Supmunex	309.34
5831	Winnipazz	460.37
5832	Lomzapedgor	281.55
5833	Trujubplax	219.51
5834	Emhupplin	22.40
5835	Dopfropor	7.19
5836	Tiptanor	6.49
5837	Monwerupentor	103.48
5838	Emquestedan	172.96
5839	Wincadinar	377.62
5840	Thruvenover	182.19
5841	Thruweredicator	421.82
5842	Sursipupar	231.40
5843	Emtinopower	42.91
5844	Qwitanexin	259.91
5845	Tipmunower	12.25
5846	Winjubistor	62.35
5847	Trucadax	483.83
5848	Unwerpar	417.34
5849	Klinipedower	490.89
5850	Trukilimentor	429.10
5851	Suphupegex	296.85
5852	Parwericin	232.35
5853	Truerantor	165.16
5854	Tupfropinentor	287.48
5855	Parwerpicantor	241.36
5856	Truhupedover	303.23
5857	Rapcadollan	329.65
5858	Raprobefantor	426.06
5859	Klijubower	345.26
5860	Vardudexan	264.48
5861	Supsipupin	11.31
5862	Resapadantor	491.94
5863	Frodudedex	355.47
5864	Frosipan	283.31
5865	Inbanicistor	342.83
5866	Hapbanan	418.56
5867	Groerin	10.09
5868	Emsapor	9.41
5869	Qwitumover	368.25
5870	Rapglibedar	302.33
5871	Lompebar	114.21
5872	Grofropplin	462.35
5873	Endpebistor	446.53
5874	Sursiponazz	259.77
5875	Pardudin	336.86
5876	Emsapollower	48.92
5877	Unrobover	229.35
5878	Tuprobexentor	355.16
5879	Updimazz	430.65
5880	Partinan	197.09
5881	Cipnipimor	49.46
5882	Klihupackan	486.43
5883	Lomtumadower	234.72
5884	Supjuban	441.18
5885	Thrupickicator	13.48
5886	Intinonax	229.02
5887	Zeedimanor	117.39
5888	Adkilantor	432.04
5889	Tiptinackex	281.03
5890	Hapglibor	203.97
5891	Grosapackentor	176.84
5892	Hapmunommentor	177.42
5893	Growerplar	327.70
5894	Adjubamantor	114.15
5895	Surcadazz	171.88
5896	Adquestax	429.88
5897	Vardudopex	375.93
5898	Qwisapazz	259.60
5899	Suppebistor	417.08
5900	Qwiglibistor	93.69
5901	Surmunower	53.27
5902	Bardudexor	475.41
5903	Emkilan	50.09
5904	Barbanor	189.55
5905	Lomsipopex	315.89
5906	Suphupicantor	334.50
5907	Raptuminover	285.82
5908	Adpebupicator	405.39
5909	Emsapower	450.61
5910	Tupkilackazz	193.44
5911	Qwinipower	74.87
5912	Emcadex	474.49
5913	Tipglibistor	495.41
5914	Grodimefor	149.17
5915	Varglibin	216.02
5916	Unwerentor	24.88
5917	Surwerex	258.21
5918	Vardudilistor	414.29
5919	Grofropanover	270.83
5920	Parfropin	114.82
5921	Adpebazz	302.17
5922	Klipickedgex	78.05
5923	Resapommistor	228.38
5924	Supjubar	165.29
5925	Upbanar	126.50
5926	Cippebin	436.79
5927	Barpebimar	135.65
5928	Emerewan	333.38
5929	Zeetinupar	88.89
5930	Barsapaman	406.98
5931	Rapsipegor	172.99
5932	Varjubover	469.76
5933	Varfropilover	438.08
5934	Doptinamover	337.95
5935	Dopbanantor	144.82
5936	Emjubover	74.04
5937	Suptumistor	437.35
5938	Tupdimicator	46.17
5939	Klicadazz	126.29
5940	Barbanax	178.98
5941	Windudin	443.19
5942	Kliweromman	211.99
5943	Moncadilicator	481.42
5944	Aderimantor	88.59
5945	Surfropepazz	130.09
5946	Grotinin	202.35
5947	Surkilax	182.00
5948	Frojubax	179.53
5949	Grodudommex	398.13
5950	Tupfropimax	148.00
5951	Adpebistor	172.67
5952	Supdimewor	461.64
5953	Monsapax	488.76
5954	Tipdudor	303.26
5955	Winzapazz	291.52
5956	Raphupin	475.22
5957	Thrutuman	248.04
5958	Frodimewar	384.80
5959	Surglibar	64.06
5960	Suppebentor	379.10
5961	Cipdimex	199.85
5962	Tuppickantor	452.44
5963	Surglibamax	317.51
5964	Frofropollistor	44.63
5965	Doppebin	21.45
5966	Fromunimicator	105.12
5967	Upzapax	37.41
5968	Klivenepor	158.46
5969	Parhupamar	5.35
5970	Rapsapicator	142.97
5971	Kliwerilistor	87.53
5972	Groeredicator	213.04
5973	Lomsipackin	289.00
5974	Haptumover	92.85
5975	Zeesipanicator	171.62
5976	Addiminazz	91.18
5977	Endvenegex	96.63
5978	Qwierover	140.79
5979	Klimunackex	36.20
5980	Emtumanicator	424.15
5981	Raptumplover	255.79
5982	Varhupilan	456.12
5983	Winjubilar	435.25
5984	Trudimar	440.89
5985	Unsapin	235.31
5986	Zeeeranex	211.35
5987	Adpickefax	480.99
5988	Fropebplower	135.82
5989	Thrurobaquar	47.43
5990	Frowerepor	169.60
5991	Parhupackax	326.01
5992	Adjubican	53.55
5993	Tupmunanazz	482.11
5994	Hapdimicentor	247.19
5995	Klidudupan	479.14
5996	Lomsiponan	490.75
5997	Parzapomman	394.49
5998	Tipgliban	437.79
5999	Barcadicantor	68.14
6000	Trutanar	25.97
6001	Monsipegor	165.93
6002	Unpickar	24.54
6003	Adweran	175.18
6004	Ciptinax	256.16
6005	Tupmunaquar	61.46
6006	Inglibower	459.62
6007	Klidimefor	173.64
6008	Qwizapistor	396.91
6009	Rapdudower	132.64
6010	Thruglibaquax	201.34
6011	Zeesapover	379.59
6012	Monhupaman	108.25
6013	Emrobefazz	349.60
6014	Qwiglibepazz	139.91
6015	Supwerpopover	124.31
6016	Tipdudin	243.72
6017	Varglibax	18.19
6018	Qwizapackazz	376.61
6019	Surpickor	309.32
6020	Tipglibower	310.10
6021	Pardimexantor	124.13
6022	Upvenanax	401.59
6023	Rapwerpilistor	112.03
6024	Rapsapimex	335.75
6025	Emtinin	316.96
6026	Endglibover	34.99
6027	Barquestilar	230.93
6028	Varsipentor	42.81
6029	Tuphupimower	113.72
6030	Supsapan	180.87
6031	Varsipicistor	196.70
6032	Emerefan	158.84
6033	Monkilan	73.65
6034	Cipbanamor	11.22
6035	Qwitinamistor	259.22
6036	Parvenopax	232.25
6037	Klicador	281.95
6038	Zeekilover	180.09
6039	Indudower	380.43
6040	Zeemunonar	275.69
6041	Inwerpicin	38.71
6042	Emquestentor	85.08
6043	Surkilazz	4.18
6044	Qwiglibewicator	346.09
6045	Bartanefazz	290.02
6046	Emglibar	218.76
6047	Doptinin	203.94
6048	Winerantor	343.21
6049	Thruquestollin	123.87
6050	Dopdudefistor	236.41
6051	Barfropentor	473.56
6052	Frodudinantor	18.87
6053	Upquestin	129.47
6054	Untinackar	258.03
6055	Tipzaponicator	401.85
6056	Windudantor	264.34
6057	Barpickupar	412.51
6058	Dopvenollin	339.43
6059	Tipjuban	439.20
6060	Tuppickicar	27.48
6061	Unkilentor	229.69
6062	Rewerantor	131.83
6063	Parvenegex	284.20
6064	Monpebaquar	451.77
6065	Rapkilower	5.65
6066	Unbanefower	221.75
6067	Parrobover	35.59
6068	Revenazz	339.38
6069	Cipfropex	380.69
6070	Dopquestover	392.06
6071	Truquestackover	461.78
6072	Ineronan	338.10
6073	Surquestentor	496.19
6074	Windudicator	34.63
6075	Lomcadilor	272.39
6076	Supquestar	40.05
6077	Winroban	398.41
6078	Tupbanopex	265.94
6079	Cipfropanex	46.73
6080	Fronipor	99.20
6081	Dopbanax	331.05
6082	Varwerilentor	387.73
6083	Dopdudedin	418.94
6084	Inzapaquantor	377.30
6085	Rewerower	207.32
6086	Unpeban	178.83
6087	Winsapicator	30.38
6088	Lompebax	315.62
6089	Lompickin	109.37
6090	Updudex	494.87
6091	Tupquestover	319.74
6092	Hapwerar	442.51
6093	Tuptumax	240.90
6094	Surdimin	353.95
6095	Adquestonazz	47.00
6096	Barpickazz	406.88
6097	Frorobaquower	300.88
6098	Tipwerpinor	52.42
6099	Cippickewicator	341.44
6100	Surnipopower	69.27
6101	Doppickedgower	184.17
6102	Raphupex	364.56
6103	Happickilower	462.51
6104	Parhupegazz	231.81
6105	Parsapaquicator	274.64
6106	Monfropollax	136.45
6107	Rapnipommer	22.68
6108	Qwivenollin	95.84
6109	Barnipedgantor	485.64
6110	Lomfropar	362.80
6111	Tiptanexax	365.94
6112	Rapfropplex	147.57
6113	Parsapentor	293.70
6114	Grotinegax	341.00
6115	Varglibimin	196.43
6116	Unsipistor	341.97
6117	Groweronin	212.89
6118	Upzapex	406.89
6119	Lomsipanex	245.45
6120	Uptinicator	326.82
6121	Qwiwerpower	192.37
6122	Rapbanentor	219.97
6123	Varpickistor	231.01
6124	Parrobopin	385.82
6125	Parwerazz	73.33
6126	Surpickan	20.26
6127	Hapvenicover	98.21
6128	Endjubollor	143.24
6129	Rapsipax	487.63
6130	Hapmunplex	365.51
6131	Winwerimor	239.16
6132	Thrusapower	346.99
6133	Redudan	424.50
6134	Varpebinover	477.46
6135	Lomdudackistor	415.02
6136	Doppickilar	466.49
6137	Unmunanover	425.21
6138	Parwerpilin	188.13
6139	Reweregex	103.67
6140	Resipackover	71.86
6141	Recadaquistor	157.14
6142	Upfropex	434.54
6143	Truquestar	329.98
6144	Grozapollar	246.57
6145	Parglibicator	129.94
6146	Thrumunantor	173.17
6147	Varsipistor	149.81
6148	Qwijubupar	399.90
6149	Tipcadan	158.52
6150	Varvenicower	205.03
6151	Inhupin	195.00
6152	Lomzapefor	393.99
6153	Advenower	306.97
6154	Wintinazz	15.62
6155	Lomtumistor	376.90
6156	Barrobax	464.21
6157	Inkilewar	134.55
6158	Frosipax	77.69
6159	Barpickar	159.48
6160	Truveninar	255.37
6161	Adjubewor	39.25
6162	Upnipan	379.44
6163	Grodimexantor	108.20
6164	Tipnipaquar	121.13
6165	Qwiwerar	124.64
6166	Resapax	19.95
6167	Vartinplin	223.07
6168	Embanantor	316.24
6169	Adjubupan	425.97
6170	Cipdudommower	229.94
6171	Cipvenopover	416.76
6172	Cipcadan	25.76
6173	Froerupex	304.23
6174	Rappickanistor	174.59
6175	Frozapicator	170.68
6176	Parmunan	257.83
6177	Winfropentor	389.98
6178	Varfropex	484.43
6179	Emtanefin	256.88
6180	Supvenar	400.16
6181	Hapvenommentor	370.45
6182	Uncadollex	198.31
6183	Varkilor	484.72
6184	Doptumor	283.61
6185	Cipsapax	171.51
6186	Zeenipax	345.18
6187	Undimommin	41.02
6188	Trufropentor	409.87
6189	Lomtuman	101.56
6190	Froquestinover	450.82
6191	Upcadantor	332.93
6192	Tiptinentor	348.52
6193	Monbanadower	29.65
6194	Suptumplazz	348.30
6195	Upzapover	33.62
6196	Truwerollazz	277.70
6197	Emtanor	327.34
6198	Hapdudaquower	209.85
6199	Rapereficator	122.94
6200	Thrupickegan	110.99
6201	Rapdimicator	450.09
6202	Frorobupor	333.58
6203	Parwerpor	473.93
6204	Retumewin	428.58
6205	Varvenopor	288.27
6206	Varrobentor	170.24
6207	Emwerpax	90.76
6208	Winkilimover	133.38
6209	Supsapedicator	344.95
6210	Upbanplazz	120.07
6211	Adjubentor	75.22
6212	Doptumedgar	150.12
6213	Varbanex	320.81
6214	Qwicadadantor	259.32
6215	Unzapilazz	384.92
6216	Zeesipackex	340.94
6217	Unglibantor	394.72
6218	Winrobar	324.60
6219	Supjubedantor	449.62
6220	Supwerewower	279.46
6221	Bartumanantor	478.92
6222	Frosapin	313.20
6223	Remunower	215.68
6224	Thrupickover	475.16
6225	Winfropewover	397.01
6226	Uptumanex	69.24
6227	Emjubor	496.11
6228	Surdimower	455.93
6229	Grobanantor	141.97
6230	Cipwerpazz	392.97
6231	Surtinex	430.49
6232	Adwerpower	181.13
6233	Zeezapicistor	362.50
6234	Zeequestollazz	146.89
6235	Dopsapanantor	450.07
6236	Mondudimover	37.87
6237	Uphupex	224.38
6238	Upvenilex	57.14
6239	Grokiledin	495.33
6240	Thrutinin	2.27
6241	Gronipedower	255.41
6242	Cipsapommover	407.64
6243	Parkilommover	65.93
6244	Adzapicator	481.50
6245	Zeefropower	376.60
6246	Lomcadefover	183.81
6247	Inkilower	28.71
6248	Upmunantor	270.33
6249	Emnipefover	463.37
6250	Monbanexicator	192.68
6251	Parquestex	382.98
6252	Surnipin	3.74
6253	Klitumower	260.24
6254	Emquestover	343.48
6255	Parmunupistor	132.07
6256	Winbanopistor	137.89
6257	Dopkilefentor	118.90
6258	Lomrobar	498.77
6259	Aderantor	32.56
6260	Doperanazz	220.04
6261	Adpebommazz	174.14
6262	Winpebar	134.83
6263	Tippickegex	491.41
6264	Surfropamentor	451.97
6265	Upglibadex	189.57
6266	Emroban	394.09
6267	Tiptinan	287.63
6268	Redudupistor	174.92
6269	Hapmunimazz	309.25
6270	Endvenilistor	348.05
6271	Surcadimower	117.55
6272	Monbanicator	338.58
6273	Barsaponan	329.26
6274	Thruvenollar	448.35
6275	Thrumunefin	25.05
6276	Rapwerpollax	72.28
6277	Supkilan	248.28
6278	Parweramantor	234.18
6279	Thrutinepor	99.56
6280	Zeetumilower	214.20
6281	Windudor	41.53
6282	Cipwerepentor	226.77
6283	Supnipax	492.56
6284	Barkilommin	449.29
6285	Adhupanentor	10.99
6286	Tiprobinicator	427.75
6287	Inpebentor	420.89
6288	Upkilar	20.02
6289	Tiphupex	15.82
6290	Zeenipentor	313.18
6291	Infropollicator	418.97
6292	Tiperilin	225.61
6293	Hapcador	25.58
6294	Haptumor	276.30
6295	Inbanower	328.13
6296	Adwerinentor	121.58
6297	Klizapan	416.24
6298	Zeeerentor	113.95
6299	Frowerpexex	292.92
6300	Endtumor	482.50
6301	Vartanantor	396.18
6302	Tupvenower	353.78
6303	Cipsipan	461.08
6304	Inpickanar	116.33
6305	Qwidudepistor	76.12
6306	Varquestor	45.40
6307	Upkilollantor	174.48
6308	Zeehupazz	311.89
6309	Supnipin	319.43
6310	Truweropistor	60.79
6311	Thrufropepicator	389.61
6312	Adfropantor	384.72
6313	Trutanommer	400.21
6314	Adtanamin	318.36
6315	Hapbanicator	179.50
6316	Doppickex	447.36
6317	Cipwerpegazz	142.27
6318	Tupmunonower	43.12
6319	Haphupegazz	441.98
6320	Doperaquower	261.82
6321	Endweror	473.20
6322	Lomtanedan	268.61
6323	Inweristor	160.10
6324	Qwiwerpantor	496.07
6325	Montanex	429.07
6326	Supsipentor	391.94
6327	Adrobicator	313.99
6328	Klitumexin	53.97
6329	Parkilower	121.21
6330	Zeeglibazz	403.47
6331	Parerentor	156.04
6332	Tupnipar	135.32
6333	Qwiquestilistor	441.26
6334	Raperaquistor	117.06
6335	Parhupomman	318.02
6336	Tupwerentor	187.75
6337	Montumantor	265.69
6338	Hapzapaquistor	377.23
6339	Upwerpinan	374.17
6340	Unweropazz	465.59
6341	Barmunewan	254.28
6342	Groeregax	110.00
6343	Tupericator	200.59
6344	Varbanewazz	455.03
6345	Winbanicantor	423.57
6346	Barrobexazz	35.25
6347	Qwiwerpimazz	325.40
6348	Klidimplistor	207.22
6349	Thrujubower	97.79
6350	Endtanar	380.77
6351	Thruglibepicator	479.31
6352	Ciptinar	374.12
6353	Endpebantor	171.97
6354	Inglibexan	32.11
6355	Supdudistor	10.31
6356	Surrobonover	128.58
6357	Monhupollazz	194.69
6358	Lommunefantor	465.01
6359	Invenan	187.25
6360	Rekilower	184.18
6361	Emtinor	231.41
6362	Emzapicator	121.51
6363	Monnipistor	191.68
6364	Supzapistor	415.96
6365	Thrurobentor	404.74
6366	Moncadicentor	255.29
6367	Suptanewin	443.47
6368	Surdimin	284.15
6369	Adquestistor	1.34
6370	Winerower	491.76
6371	Winzapimazz	182.67
6372	Inerinex	265.04
6373	Emfropamistor	168.95
6374	Varpebax	476.39
6375	Haperin	8.54
6376	Hapquestazz	364.19
6377	Trusapantor	69.01
6378	Tuptumor	205.06
6379	Ciprobollentor	73.50
6380	Dopnipan	394.82
6381	Tipsipollicator	67.54
6382	Varbanexax	107.77
6383	Supdudplistor	456.17
6384	Winglibopistor	240.44
6385	Surquestefar	424.16
6386	Ciphupexantor	281.93
6387	Insiponin	463.35
6388	Varrobicin	410.15
6389	Monkilistor	107.75
6390	Zeebanantor	190.45
6391	Wintumadin	493.06
6392	Adquestackin	300.68
